"","ordinal","species","in6","in5","in4","in3","in2","in1","total","year","site","period","sjy","dd","dd_sum","cdd_sum","cdd_sumfall","DI","per","elev","siteyear","Tmean","cdd_seas","Cdd_siteave","Cdd_july_siteave","species.lab","spsiteyear","doy_adult","gdd_adult"
"4487",190,"Hesperotettix viridis",10,19,7,2,2,0,40,"2008","CHA","resurvey","CHA_190_2008",7.94952166231721,7.94952166231721,445.882318137849,445.882318137849,4.825,2,"1752","CHA2008",14.8538858695652,988.613668778523,443.326397083935,184.048351471126,NA,"CHA2008Hesperotettix viridis",206,552.134374015283
"4488",190,"Melanoplus bivittatus",42,49,58,53,36,26,264,"2008","CHA","resurvey","CHA_190_2008",7.94952166231721,7.94952166231721,445.882318137849,445.882318137849,3.73484848484848,2,"1752","CHA2008",14.8538858695652,988.613668778523,443.326397083935,184.048351471126,NA,"CHA2008Melanoplus bivittatus",217,773.79886342072
"4489",190,"Melanoplus dawsoni",10,5,5,1,0,0,21,"2008","CHA","resurvey","CHA_190_2008",7.94952166231721,7.94952166231721,445.882318137849,445.882318137849,5.14285714285714,2,"1752","CHA2008",14.8538858695652,988.613668778523,443.326397083935,184.048351471126,"Melanoplus dawsoni (SW)","CHA2008Melanoplus dawsoni",206,602.134374015283
"4490",190,"Melanoplus femurrubrum",0,0,0,3,2,14,19,"2008","CHA","resurvey","CHA_190_2008",7.94952166231721,7.94952166231721,445.882318137849,445.882318137849,1.42105263157895,2,"1752","CHA2008",14.8538858695652,988.613668778523,443.326397083935,184.048351471126,NA,"CHA2008Melanoplus femurrubrum",276,1017.3226434534
"4491",190,"Melanoplus sanguinipes",5,1,0,0,0,0,6,"2008","CHA","resurvey","CHA_190_2008",7.94952166231721,7.94952166231721,445.882318137849,445.882318137849,5.83333333333333,2,"1752","CHA2008",14.8538858695652,988.613668778523,443.326397083935,184.048351471126,"Melanoplus sanguinipes (LW)","CHA2008Melanoplus sanguinipes",201,567.322643453399
"4492",196,"Aeropedellus clavatus",10,0,0,0,0,0,10,"2008","CHA","resurvey","CHA_196_2008",9.14634941068586,9.14634941068586,506.887274564477,506.887274564477,6,2,"1752","CHA2008",14.8538858695652,988.613668778523,443.326397083935,184.048351471126,"Aeropedellus clavatus (SW)","CHA2008Aeropedellus clavatus",182,333.678880867925
"4493",196,"Hesperotettix viridis",15,13,5,0,0,0,33,"2008","CHA","resurvey","CHA_196_2008",9.14634941068586,9.14634941068586,506.887274564477,506.887274564477,5.3030303030303,2,"1752","CHA2008",14.8538858695652,988.613668778523,443.326397083935,184.048351471126,NA,"CHA2008Hesperotettix viridis",206,552.134374015283
"4494",196,"Melanoplus bivittatus",53,86,91,44,29,8,311,"2008","CHA","resurvey","CHA_196_2008",9.14634941068586,9.14634941068586,506.887274564477,506.887274564477,4.21221864951768,2,"1752","CHA2008",14.8538858695652,988.613668778523,443.326397083935,184.048351471126,NA,"CHA2008Melanoplus bivittatus",217,773.79886342072
"4495",196,"Melanoplus dawsoni",10,11,10,0,1,0,32,"2008","CHA","resurvey","CHA_196_2008",9.14634941068586,9.14634941068586,506.887274564477,506.887274564477,4.90625,2,"1752","CHA2008",14.8538858695652,988.613668778523,443.326397083935,184.048351471126,"Melanoplus dawsoni (SW)","CHA2008Melanoplus dawsoni",206,602.134374015283
"4496",196,"Melanoplus femurrubrum",0,0,2,5,3,7,17,"2008","CHA","resurvey","CHA_196_2008",9.14634941068586,9.14634941068586,506.887274564477,506.887274564477,2.11764705882353,2,"1752","CHA2008",14.8538858695652,988.613668778523,443.326397083935,184.048351471126,NA,"CHA2008Melanoplus femurrubrum",276,1017.3226434534
"4497",196,"Melanoplus sanguinipes",6,5,1,0,0,0,12,"2008","CHA","resurvey","CHA_196_2008",9.14634941068586,9.14634941068586,506.887274564477,506.887274564477,5.41666666666667,2,"1752","CHA2008",14.8538858695652,988.613668778523,443.326397083935,184.048351471126,"Melanoplus sanguinipes (LW)","CHA2008Melanoplus sanguinipes",201,567.322643453399
"4498",206,"Aeropedellus clavatus",3,0,0,0,0,0,3,"2008","CHA","resurvey","CHA_206_2008",13,13,638.832274564477,638.832274564477,6,2,"1752","CHA2008",14.8538858695652,988.613668778523,443.326397083935,184.048351471126,"Aeropedellus clavatus (SW)","CHA2008Aeropedellus clavatus",182,333.678880867925
"4499",206,"Hesperotettix viridis",9,0,0,0,0,0,9,"2008","CHA","resurvey","CHA_206_2008",13,13,638.832274564477,638.832274564477,6,2,"1752","CHA2008",14.8538858695652,988.613668778523,443.326397083935,184.048351471126,NA,"CHA2008Hesperotettix viridis",206,552.134374015283
"4500",206,"Melanoplus bivittatus",90,32,17,15,2,0,156,"2008","CHA","resurvey","CHA_206_2008",13,13,638.832274564477,638.832274564477,5.23717948717949,2,"1752","CHA2008",14.8538858695652,988.613668778523,443.326397083935,184.048351471126,NA,"CHA2008Melanoplus bivittatus",217,773.79886342072
"4501",206,"Melanoplus dawsoni",5,0,0,0,0,0,5,"2008","CHA","resurvey","CHA_206_2008",13,13,638.832274564477,638.832274564477,6,2,"1752","CHA2008",14.8538858695652,988.613668778523,443.326397083935,184.048351471126,"Melanoplus dawsoni (SW)","CHA2008Melanoplus dawsoni",206,602.134374015283
"4502",206,"Melanoplus femurrubrum",0,0,2,3,6,4,15,"2008","CHA","resurvey","CHA_206_2008",13,13,638.832274564477,638.832274564477,2.2,2,"1752","CHA2008",14.8538858695652,988.613668778523,443.326397083935,184.048351471126,NA,"CHA2008Melanoplus femurrubrum",276,1017.3226434534
"4503",206,"Melanoplus sanguinipes",6,0,0,0,0,0,6,"2008","CHA","resurvey","CHA_206_2008",13,13,638.832274564477,638.832274564477,6,2,"1752","CHA2008",14.8538858695652,988.613668778523,443.326397083935,184.048351471126,"Melanoplus sanguinipes (LW)","CHA2008Melanoplus sanguinipes",201,567.322643453399
"4504",212,"Hesperotettix viridis",9,0,0,0,0,0,9,"2008","CHA","resurvey","CHA_212_2008",13.835,13.835,715.177274564477,715.177274564477,6,2,"1752","CHA2008",14.8538858695652,988.613668778523,443.326397083935,184.048351471126,NA,"CHA2008Hesperotettix viridis",206,552.134374015283
"4505",212,"Melanoplus bivittatus",59,22,14,14,0,0,109,"2008","CHA","resurvey","CHA_212_2008",13.835,13.835,715.177274564477,715.177274564477,5.15596330275229,2,"1752","CHA2008",14.8538858695652,988.613668778523,443.326397083935,184.048351471126,NA,"CHA2008Melanoplus bivittatus",217,773.79886342072
"4507",212,"Melanoplus dawsoni",3,0,0,0,0,0,3,"2008","CHA","resurvey","CHA_212_2008",13.835,13.835,715.177274564477,715.177274564477,6,2,"1752","CHA2008",14.8538858695652,988.613668778523,443.326397083935,184.048351471126,"Melanoplus dawsoni (SW)","CHA2008Melanoplus dawsoni",206,602.134374015283
"4508",212,"Melanoplus femurrubrum",0,0,1,7,0,0,8,"2008","CHA","resurvey","CHA_212_2008",13.835,13.835,715.177274564477,715.177274564477,3.125,2,"1752","CHA2008",14.8538858695652,988.613668778523,443.326397083935,184.048351471126,NA,"CHA2008Melanoplus femurrubrum",276,1017.3226434534
"4510",220,"Hesperotettix viridis",6,0,0,0,0,0,6,"2008","CHA","resurvey","CHA_220_2008",8.835,8.835,814.452274564477,814.452274564477,6,2,"1752","CHA2008",14.8538858695652,988.613668778523,443.326397083935,184.048351471126,NA,"CHA2008Hesperotettix viridis",206,552.134374015283
"4511",220,"Melanoplus bivittatus",48,6,3,3,0,0,60,"2008","CHA","resurvey","CHA_220_2008",8.835,8.835,814.452274564477,814.452274564477,5.65,2,"1752","CHA2008",14.8538858695652,988.613668778523,443.326397083935,184.048351471126,NA,"CHA2008Melanoplus bivittatus",217,773.79886342072
"4512",220,"Melanoplus dawsoni",11,0,0,0,0,0,11,"2008","CHA","resurvey","CHA_220_2008",8.835,8.835,814.452274564477,814.452274564477,6,2,"1752","CHA2008",14.8538858695652,988.613668778523,443.326397083935,184.048351471126,"Melanoplus dawsoni (SW)","CHA2008Melanoplus dawsoni",206,602.134374015283
"4513",220,"Melanoplus femurrubrum",0,3,0,2,1,0,6,"2008","CHA","resurvey","CHA_220_2008",8.835,8.835,814.452274564477,814.452274564477,3.83333333333333,2,"1752","CHA2008",14.8538858695652,988.613668778523,443.326397083935,184.048351471126,NA,"CHA2008Melanoplus femurrubrum",276,1017.3226434534
"4515",230,"Hesperotettix viridis",5,0,0,0,0,0,5,"2008","CHA","resurvey","CHA_230_2008",3.55213668670497,3.55213668670497,884.430714163556,884.430714163556,6,2,"1752","CHA2008",14.8538858695652,988.613668778523,443.326397083935,184.048351471126,NA,"CHA2008Hesperotettix viridis",206,552.134374015283
"4516",230,"Melanoplus bivittatus",46,6,0,0,0,0,52,"2008","CHA","resurvey","CHA_230_2008",3.55213668670497,3.55213668670497,884.430714163556,884.430714163556,5.88461538461539,2,"1752","CHA2008",14.8538858695652,988.613668778523,443.326397083935,184.048351471126,NA,"CHA2008Melanoplus bivittatus",217,773.79886342072
"4518",230,"Melanoplus dawsoni",10,2,0,0,0,0,12,"2008","CHA","resurvey","CHA_230_2008",3.55213668670497,3.55213668670497,884.430714163556,884.430714163556,5.83333333333333,2,"1752","CHA2008",14.8538858695652,988.613668778523,443.326397083935,184.048351471126,"Melanoplus dawsoni (SW)","CHA2008Melanoplus dawsoni",206,602.134374015283
"4519",230,"Melanoplus femurrubrum",1,3,4,7,3,0,18,"2008","CHA","resurvey","CHA_230_2008",3.55213668670497,3.55213668670497,884.430714163556,884.430714163556,3.55555555555556,2,"1752","CHA2008",14.8538858695652,988.613668778523,443.326397083935,184.048351471126,NA,"CHA2008Melanoplus femurrubrum",276,1017.3226434534
"4520",230,"Melanoplus sanguinipes",5,0,0,0,0,0,5,"2008","CHA","resurvey","CHA_230_2008",3.55213668670497,3.55213668670497,884.430714163556,884.430714163556,6,2,"1752","CHA2008",14.8538858695652,988.613668778523,443.326397083935,184.048351471126,"Melanoplus sanguinipes (LW)","CHA2008Melanoplus sanguinipes",201,567.322643453399
"4521",240,"Melanoplus bivittatus",31,2,0,0,0,0,33,"2008","CHA","resurvey","CHA_240_2008",7.028722084436,7.028722084436,967.97642459795,967.97642459795,5.93939393939394,2,"1752","CHA2008",14.8538858695652,988.613668778523,443.326397083935,184.048351471126,NA,"CHA2008Melanoplus bivittatus",217,773.79886342072
"4523",240,"Melanoplus femurrubrum",1,4,3,1,0,0,9,"2008","CHA","resurvey","CHA_240_2008",7.028722084436,7.028722084436,967.97642459795,967.97642459795,4.55555555555556,2,"1752","CHA2008",14.8538858695652,988.613668778523,443.326397083935,184.048351471126,NA,"CHA2008Melanoplus femurrubrum",276,1017.3226434534
"4524",240,"Melanoplus sanguinipes",3,0,0,0,0,0,3,"2008","CHA","resurvey","CHA_240_2008",7.028722084436,7.028722084436,967.97642459795,967.97642459795,6,2,"1752","CHA2008",14.8538858695652,988.613668778523,443.326397083935,184.048351471126,"Melanoplus sanguinipes (LW)","CHA2008Melanoplus sanguinipes",201,567.322643453399
"4526",247,"Melanoplus bivittatus",15,3,0,0,0,0,18,"2008","CHA","resurvey","CHA_247_2008",3.38705699610912,0,988.613668778523,1017.12097826309,5.83333333333333,2,"1752","CHA2008",14.8538858695652,988.613668778523,443.326397083935,184.048351471126,NA,"CHA2008Melanoplus bivittatus",217,773.79886342072
"4527",247,"Melanoplus femurrubrum",2,2,0,0,0,0,4,"2008","CHA","resurvey","CHA_247_2008",3.38705699610912,0,988.613668778523,1017.12097826309,5.5,2,"1752","CHA2008",14.8538858695652,988.613668778523,443.326397083935,184.048351471126,NA,"CHA2008Melanoplus femurrubrum",276,1017.3226434534
"4529",259,"Melanoplus bivittatus",11,0,0,0,0,0,11,"2008","CHA","resurvey","CHA_259_2008",3.50578889385866,0,988.613668778523,1053.52939207466,6,2,"1752","CHA2008",14.8538858695652,988.613668778523,443.326397083935,184.048351471126,NA,"CHA2008Melanoplus bivittatus",217,773.79886342072
"4530",259,"Melanoplus femurrubrum",7,0,2,0,1,0,10,"2008","CHA","resurvey","CHA_259_2008",3.50578889385866,0,988.613668778523,1053.52939207466,5.2,2,"1752","CHA2008",14.8538858695652,988.613668778523,443.326397083935,184.048351471126,NA,"CHA2008Melanoplus femurrubrum",276,1017.3226434534
"4532",263,"Melanoplus bivittatus",8,0,0,0,0,0,8,"2008","CHA","resurvey","CHA_263_2008",5.10828608995718,0,988.613668778523,1074.88681038958,6,2,"1752","CHA2008",14.8538858695652,988.613668778523,443.326397083935,184.048351471126,NA,"CHA2008Melanoplus bivittatus",217,773.79886342072
"4533",263,"Melanoplus femurrubrum",5,0,5,0,0,0,10,"2008","CHA","resurvey","CHA_263_2008",5.10828608995718,0,988.613668778523,1074.88681038958,5,2,"1752","CHA2008",14.8538858695652,988.613668778523,443.326397083935,184.048351471126,NA,"CHA2008Melanoplus femurrubrum",276,1017.3226434534
"4534",288,"Melanoplus bivittatus",4,0,0,0,0,0,4,"2008","CHA","resurvey","CHA_288_2008",0,0,988.613668778523,1170.4307282765,6,2,"1752","CHA2008",14.8538858695652,988.613668778523,443.326397083935,184.048351471126,NA,"CHA2008Melanoplus bivittatus",217,773.79886342072
"4536",288,"Melanoplus femurrubrum",5,1,1,0,0,0,7,"2008","CHA","resurvey","CHA_288_2008",0,0,988.613668778523,1170.4307282765,5.57142857142857,2,"1752","CHA2008",14.8538858695652,988.613668778523,443.326397083935,184.048351471126,NA,"CHA2008Melanoplus femurrubrum",276,1017.3226434534
"4538",133,"Melanoplus bivittatus",0,0,0,0,1,6,7,"2009","CHA","resurvey","CHA_133_2009",5.68871789883281,5.68871789883281,132.027753627694,132.027753627694,1.14285714285714,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,NA,"CHA2009Melanoplus bivittatus",223,702.027753627694
"4539",140,"Aeropedellus clavatus",0,0,1,0,2,0,3,"2009","CHA","resurvey","CHA_140_2009",7.99888889,7.99888889,172.061046740518,172.061046740518,2.66666666666667,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,"Aeropedellus clavatus (SW)","CHA2009Aeropedellus clavatus",180,372.061046740518
"4541",140,"Melanoplus bivittatus",0,0,0,3,15,26,44,"2009","CHA","resurvey","CHA_140_2009",7.99888889,7.99888889,172.061046740518,172.061046740518,1.47727272727273,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,NA,"CHA2009Melanoplus bivittatus",223,702.027753627694
"4542",147,"Melanoplus bivittatus",0,0,0,7,9,15,31,"2009","CHA","resurvey","CHA_147_2009",3.56015714972921,3.56015714972921,196.46576671323,196.46576671323,1.74193548387097,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,NA,"CHA2009Melanoplus bivittatus",223,702.027753627694
"4543",147,"Melanoplus confusus",0,0,0,1,2,3,6,"2009","CHA","resurvey","CHA_147_2009",3.56015714972921,3.56015714972921,196.46576671323,196.46576671323,1.66666666666667,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,NA,"CHA2009Melanoplus confusus",197,416.46576671323
"4544",154,"Aeropedellus clavatus",2,0,2,1,0,0,5,"2009","CHA","resurvey","CHA_154_2009",1.47451001370515,1.47451001370515,227.896533714848,227.896533714848,4.6,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,"Aeropedellus clavatus (SW)","CHA2009Aeropedellus clavatus",180,372.061046740518
"4546",154,"Melanoplus bivittatus",0,0,0,3,23,27,53,"2009","CHA","resurvey","CHA_154_2009",1.47451001370515,1.47451001370515,227.896533714848,227.896533714848,1.54716981132075,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,NA,"CHA2009Melanoplus bivittatus",223,702.027753627694
"4547",154,"Melanoplus confusus",0,0,3,2,0,0,5,"2009","CHA","resurvey","CHA_154_2009",1.47451001370515,1.47451001370515,227.896533714848,227.896533714848,3.6,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,NA,"CHA2009Melanoplus confusus",197,416.46576671323
"4549",161,"Aeropedellus clavatus",2,0,11,8,0,0,21,"2009","CHA","resurvey","CHA_161_2009",3.3761656087212,3.3761656087212,253.924678433842,253.924678433842,3.80952380952381,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,"Aeropedellus clavatus (SW)","CHA2009Aeropedellus clavatus",180,372.061046740518
"4550",161,"Hesperotettix viridis",0,0,3,4,5,5,17,"2009","CHA","resurvey","CHA_161_2009",3.3761656087212,3.3761656087212,253.924678433842,253.924678433842,2.29411764705882,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,NA,"CHA2009Hesperotettix viridis",201,553.924678433842
"4551",161,"Melanoplus bivittatus",0,3,18,93,238,183,535,"2009","CHA","resurvey","CHA_161_2009",3.3761656087212,3.3761656087212,253.924678433842,253.924678433842,1.91588785046729,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,NA,"CHA2009Melanoplus bivittatus",223,702.027753627694
"4552",161,"Melanoplus confusus",1,1,0,1,1,1,5,"2009","CHA","resurvey","CHA_161_2009",3.3761656087212,3.3761656087212,253.924678433842,253.924678433842,3.4,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,NA,"CHA2009Melanoplus confusus",197,416.46576671323
"4553",161,"Melanoplus dawsoni",0,0,0,0,9,37,46,"2009","CHA","resurvey","CHA_161_2009",3.3761656087212,3.3761656087212,253.924678433842,253.924678433842,1.19565217391304,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,"Melanoplus dawsoni (SW)","CHA2009Melanoplus dawsoni",216,663.924678433842
"4554",168,"Aeropedellus clavatus",5,1,15,8,0,0,29,"2009","CHA","resurvey","CHA_168_2009",5.46027622339153,5.46027622339153,283.170226609738,283.170226609738,4.10344827586207,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,"Aeropedellus clavatus (SW)","CHA2009Aeropedellus clavatus",180,372.061046740518
"4555",168,"Hesperotettix viridis",0,0,1,6,3,0,10,"2009","CHA","resurvey","CHA_168_2009",5.46027622339153,5.46027622339153,283.170226609738,283.170226609738,2.8,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,NA,"CHA2009Hesperotettix viridis",201,553.924678433842
"4556",168,"Melanoplus bivittatus",0,4,33,91,197,130,455,"2009","CHA","resurvey","CHA_168_2009",5.46027622339153,5.46027622339153,283.170226609738,283.170226609738,2.08571428571429,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,NA,"CHA2009Melanoplus bivittatus",223,702.027753627694
"4557",168,"Melanoplus confusus",1,0,2,1,0,0,4,"2009","CHA","resurvey","CHA_168_2009",5.46027622339153,5.46027622339153,283.170226609738,283.170226609738,4.25,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,NA,"CHA2009Melanoplus confusus",197,416.46576671323
"4558",168,"Melanoplus dawsoni",0,0,0,4,17,18,39,"2009","CHA","resurvey","CHA_168_2009",5.46027622339153,5.46027622339153,283.170226609738,283.170226609738,1.64102564102564,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,"Melanoplus dawsoni (SW)","CHA2009Melanoplus dawsoni",216,663.924678433842
"4560",168,"Melanoplus sanguinipes",0,0,0,3,4,0,7,"2009","CHA","resurvey","CHA_168_2009",5.46027622339153,5.46027622339153,283.170226609738,283.170226609738,2.42857142857143,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,"Melanoplus sanguinipes (LW)","CHA2009Melanoplus sanguinipes",203,563.170226609738
"4561",177,"Aeropedellus clavatus",7,2,0,0,0,0,9,"2009","CHA","resurvey","CHA_177_2009",8.276666665,8.276666665,348.91943545898,348.91943545898,5.77777777777778,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,"Aeropedellus clavatus (SW)","CHA2009Aeropedellus clavatus",180,372.061046740518
"4562",177,"Hesperotettix viridis",0,0,0,3,2,0,5,"2009","CHA","resurvey","CHA_177_2009",8.276666665,8.276666665,348.91943545898,348.91943545898,2.6,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,NA,"CHA2009Hesperotettix viridis",201,553.924678433842
"4563",177,"Melanoplus bivittatus",0,10,26,45,68,52,201,"2009","CHA","resurvey","CHA_177_2009",8.276666665,8.276666665,348.91943545898,348.91943545898,2.37313432835821,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,NA,"CHA2009Melanoplus bivittatus",223,702.027753627694
"4564",177,"Melanoplus dawsoni",0,0,2,4,3,5,14,"2009","CHA","resurvey","CHA_177_2009",8.276666665,8.276666665,348.91943545898,348.91943545898,2.21428571428571,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,"Melanoplus dawsoni (SW)","CHA2009Melanoplus dawsoni",216,663.924678433842
"4565",183,"Aeropedellus clavatus",8,0,0,0,0,0,8,"2009","CHA","resurvey","CHA_183_2009",7.48875489832673,7.48875489832673,401.255921549355,401.255921549355,6,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,"Aeropedellus clavatus (SW)","CHA2009Aeropedellus clavatus",180,372.061046740518
"4566",183,"Hesperotettix viridis",0,0,2,3,2,0,7,"2009","CHA","resurvey","CHA_183_2009",7.48875489832673,7.48875489832673,401.255921549355,401.255921549355,3,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,NA,"CHA2009Hesperotettix viridis",201,553.924678433842
"4567",183,"Melanoplus bivittatus",3,19,35,69,74,40,240,"2009","CHA","resurvey","CHA_183_2009",7.48875489832673,7.48875489832673,401.255921549355,401.255921549355,2.7,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,NA,"CHA2009Melanoplus bivittatus",223,702.027753627694
"4568",183,"Melanoplus dawsoni",0,1,7,10,4,0,22,"2009","CHA","resurvey","CHA_183_2009",7.48875489832673,7.48875489832673,401.255921549355,401.255921549355,3.22727272727273,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,"Melanoplus dawsoni (SW)","CHA2009Melanoplus dawsoni",216,663.924678433842
"4569",183,"Melanoplus femurrubrum",0,0,0,0,0,6,6,"2009","CHA","resurvey","CHA_183_2009",7.48875489832673,7.48875489832673,401.255921549355,401.255921549355,1,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,NA,"CHA2009Melanoplus femurrubrum",248,931.255921549355
"4571",191,"Aeropedellus clavatus",7,0,0,0,0,0,7,"2009","CHA","resurvey","CHA_191_2009",9.946666665,9.946666665,469.869989637911,469.869989637911,6,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,"Aeropedellus clavatus (SW)","CHA2009Aeropedellus clavatus",180,372.061046740518
"4572",191,"Hesperotettix viridis",0,4,9,5,0,0,18,"2009","CHA","resurvey","CHA_191_2009",9.946666665,9.946666665,469.869989637911,469.869989637911,3.94444444444444,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,NA,"CHA2009Hesperotettix viridis",201,553.924678433842
"4573",191,"Melanoplus bivittatus",189,20,48,50,10,1,318,"2009","CHA","resurvey","CHA_191_2009",9.946666665,9.946666665,469.869989637911,469.869989637911,5.02201257861635,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,NA,"CHA2009Melanoplus bivittatus",223,702.027753627694
"4575",191,"Melanoplus dawsoni",0,1,5,6,6,2,20,"2009","CHA","resurvey","CHA_191_2009",9.946666665,9.946666665,469.869989637911,469.869989637911,2.85,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,"Melanoplus dawsoni (SW)","CHA2009Melanoplus dawsoni",216,663.924678433842
"4576",191,"Melanoplus femurrubrum",0,0,0,0,5,4,9,"2009","CHA","resurvey","CHA_191_2009",9.946666665,9.946666665,469.869989637911,469.869989637911,1.55555555555556,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,NA,"CHA2009Melanoplus femurrubrum",248,931.255921549355
"4577",191,"Melanoplus sanguinipes",5,1,2,0,0,0,8,"2009","CHA","resurvey","CHA_191_2009",9.946666665,9.946666665,469.869989637911,469.869989637911,5.375,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,"Melanoplus sanguinipes (LW)","CHA2009Melanoplus sanguinipes",203,563.170226609738
"4578",197,"Aeropedellus clavatus",10,0,0,0,0,0,10,"2009","CHA","resurvey","CHA_197_2009",9.946666665,9.946666665,531.768655113923,531.768655113923,6,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,"Aeropedellus clavatus (SW)","CHA2009Aeropedellus clavatus",180,372.061046740518
"4579",197,"Hesperotettix viridis",6,6,1,0,0,0,13,"2009","CHA","resurvey","CHA_197_2009",9.946666665,9.946666665,531.768655113923,531.768655113923,5.38461538461539,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,NA,"CHA2009Hesperotettix viridis",201,553.924678433842
"4580",197,"Melanoplus bivittatus",32,26,36,37,12,1,144,"2009","CHA","resurvey","CHA_197_2009",9.946666665,9.946666665,531.768655113923,531.768655113923,4.18055555555556,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,NA,"CHA2009Melanoplus bivittatus",223,702.027753627694
"4582",197,"Melanoplus dawsoni",8,6,5,2,0,0,21,"2009","CHA","resurvey","CHA_197_2009",9.946666665,9.946666665,531.768655113923,531.768655113923,4.95238095238095,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,"Melanoplus dawsoni (SW)","CHA2009Melanoplus dawsoni",216,663.924678433842
"4583",197,"Melanoplus femurrubrum",0,0,0,0,5,3,8,"2009","CHA","resurvey","CHA_197_2009",9.946666665,9.946666665,531.768655113923,531.768655113923,1.625,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,NA,"CHA2009Melanoplus femurrubrum",248,931.255921549355
"4584",197,"Melanoplus sanguinipes",4,2,1,0,0,0,7,"2009","CHA","resurvey","CHA_197_2009",9.946666665,9.946666665,531.768655113923,531.768655113923,5.42857142857143,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,"Melanoplus sanguinipes (LW)","CHA2009Melanoplus sanguinipes",203,563.170226609738
"4585",203,"Aeropedellus clavatus",3,0,0,0,0,0,3,"2009","CHA","resurvey","CHA_203_2009",9.38888889,9.38888889,588.560062042634,588.560062042634,6,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,"Aeropedellus clavatus (SW)","CHA2009Aeropedellus clavatus",180,372.061046740518
"4586",203,"Hesperotettix viridis",7,0,0,0,0,0,7,"2009","CHA","resurvey","CHA_203_2009",9.38888889,9.38888889,588.560062042634,588.560062042634,6,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,NA,"CHA2009Hesperotettix viridis",201,553.924678433842
"4587",203,"Melanoplus bivittatus",22,37,33,33,6,0,131,"2009","CHA","resurvey","CHA_203_2009",9.38888889,9.38888889,588.560062042634,588.560062042634,4.27480916030534,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,NA,"CHA2009Melanoplus bivittatus",223,702.027753627694
"4588",203,"Melanoplus confusus",3,0,0,0,0,0,3,"2009","CHA","resurvey","CHA_203_2009",9.38888889,9.38888889,588.560062042634,588.560062042634,6,2,"1752","CHA2009",14.929015700519,920.070333255036,333.80029008503,119.514388106097,NA,"CHA2009Melanoplus confusus",197,416.46576671323
